latitude,longitude,altitude,geometry,coordinates,@id,highway,indoor,level,area,lit,surface,crossing:island,footway,cycleway:right,lanes,maxspeed,name,oneway,sidewalk,smoothness,trolley_wire,trolley_wire:forward,cycleway:both,zone:maxspeed,cycleway:left,lane_markings,name:etymology:wikidata,sidewalk:both:surface,source:maxspeed,cycleway:left:oneway,oneway:bicycle,bicycle,access,check_date,construction,check_date:cycleway,sidewalk:right:surface,foot,oneway:foot,service,cycleway,maxspeed:type,motor_vehicle,note:maxspeed,parking:both,parking:both:orientation,cycleway:both:lane,lanes:backward,lanes:forward,turn:lanes:forward,layer,maxheight,tunnel,alt_name,trolley_wire:both,hgv,check_date:surface,cycleway:surface,footway:surface,segregated,bridge,maxweight:signed,shoulder,cycleway:width,bicycle:lanes,cycleway:lanes,cycleway:right:lane,old_ref,turn:lanes,vehicle:lanes,short_name,incline,sac_scale,width,cycleway:colour,sidewalk:left:surface,embedded_rails,name:etymology,wikidata,source:name:etymology,busway,oneway:psv,obstacle,ref,crossing,crossing:markings,motorcycle,separated,junction,placement,access:lanes:backward,access:lanes:forward,bus:lanes:backward,bus:lanes:forward,oneway:bus,psv:lanes:backward,psv:lanes:forward,horse,maxweight,trolley_wire:backward,lanes:psv:backward,oneway:moped,psv,traffic_calming,tactile_paving,maxheight:signed,colour,taxi,old_name,handrail,button_operated,covered,traffic_signals:vibration,visibility,loc_name,cycleway:left:lane,mtb:scale,mtb:scale:imba,mtb:scale:uphill,trail_visibility,description,wheelchair,crossing_ref,surface_survey,traffic_signals:sound,parking:left,parking:right,kerb,ramp,step_count,source:cycleway:width,access:disabled,living_street,check_date:smoothness,check_date:footway:surface,check_date:cycleway:surface,fixme,informal,crossing:signals,source,check_date:crossing,check_date:tactile_paving,check_date:traffic_signals:vibration,check_date:traffic_signals:sound,direction,panoramax
,,,LineString,"11.3274802,44.5017652,11.3275446,44.5017545,11.3276023,44.5017447",way/1221065800,footway,,,,,asphalt,no,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uncontrolled,zebra,,,,,,,,,,,,,,,,,,table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3255331,44.5022447,11.3255159,44.5021967,11.325501,44.5021481",way/1221065801,footway,,,,,asphalt,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uncontrolled,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3258753,44.5034811,11.3259145,44.5034751,11.3259439,44.5034932,11.3263586,44.5034267,11.3268264,44.5033501,11.3272653,44.5032789,11.3276627,44.5032107,11.3278788,44.5031767,11.3278913,44.5031747,11.3278969,44.5031918,11.3279193,44.5032609,11.3279655,44.5034146,11.3280677,44.5037282,11.3280988,44.5038236,11.3281318,44.5039171,11.3281976,44.5041262",way/1221065802,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3281091,44.5032539,11.3280777,44.5031622,11.3280723,44.5031465,11.3280939,44.5031426,11.3283405,44.5030985,11.3283434,44.5031073,11.3283765,44.5032079",way/1221065803,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3283833,44.5031001,11.3283434,44.5031073",way/1221065804,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3283833,44.5031001,11.3284891,44.5030831,11.3285283,44.5030768",way/1221065805,footway,,,,,asphalt,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uncontrolled,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3280777,44.5031622,11.3280041,44.5031743,11.3278969,44.5031918",way/1221065806,footway,,,,,asphalt,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uncontrolled,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3278788,44.5031767,11.3278552,44.503103,11.3278386,44.5030512",way/1221065807,footway,,,,,asphalt,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uncontrolled,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3280939,44.5031426,11.3280705,44.5030667,11.3280575,44.5030262",way/1221065808,footway,,,,,asphalt,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uncontrolled,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3277426,44.5018802,11.3277066,44.5018853,11.3276786,44.5018918,11.3276625,44.5019022,11.327659,44.5019152,11.3276732,44.5019585,11.3276836,44.5019907,11.3277195,44.5020029,11.3277788,44.5021875,11.3278709,44.502469,11.3278584,44.502485,11.3278976,44.5026085,11.3279186,44.5026146,11.3280341,44.5029674,11.3280114,44.5029882,11.3280157,44.5030013,11.3280206,44.5030125,11.3280296,44.5030215,11.3280442,44.5030263,11.3280575,44.5030262,11.3280866,44.5030217,11.3281055,44.5029928,11.3303433,44.5026188,11.3303679,44.5026431,11.3303787,44.5026412,11.3304199,44.5026341,11.3304247,44.5026255,11.3304365,44.5026111,11.3304508,44.5025973,11.3304627,44.5025878,11.3304636,44.5025797,11.3304534,44.5025478,11.3304113,44.5025548,11.3303436,44.5023476,11.3301625,44.5017933,11.3300942,44.5015842,11.3301426,44.5015687,11.3301361,44.501549,11.3301179,44.5015283,11.3300922,44.5015159,11.33007,44.50151,11.3300454,44.5015096,11.3300278,44.5015111",way/1221065809,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3280157,44.5030013,11.3279525,44.5030113,11.3278858,44.503022",way/1221065810,footway,,,,,asphalt,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uncontrolled,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3260408,44.5040612,11.3261351,44.5043249,11.3261478,44.5043506,11.3261635,44.50437,11.3261848,44.504385,11.3262205,44.5043814,11.3262393,44.5043832,11.3263027,44.5044021,11.3263461,44.5044148,11.3263814,44.5044172,11.3264232,44.5044116,11.3264908,44.5043995,11.3266275,44.5043756,11.3266865,44.5043972,11.3281796,44.5041384,11.3281976,44.5041262",way/1221065811,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3282367,44.50412,11.3282946,44.5041108,11.3283284,44.5041055",way/1221065812,cycleway,,,,yes,asphalt,no,,,,,,no,,,,,,,,,,,,,,designated,,,,,,designated,,,crossing,,,,,,,,,,,,,,,,,asphalt,asphalt,yes,,,,,,,,,,,,,,,,,,,,,,,,,zebra,zebra,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3282367,44.50412,11.3281976,44.5041262",way/1221065813,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3286012,44.5043425,11.3287098,44.5043256,11.3287247,44.5043253,11.3287374,44.5043294,11.3287473,44.504337,11.3287666,44.5043583,11.3287762,44.504377,11.3287926,44.5044123,11.3287929,44.5044302,11.3287704,44.5044431,11.3288138,44.5045777,11.3289703,44.5050847,11.3290887,44.50545,11.329195,44.5057985,11.3292554,44.5059931,11.3294189,44.5060671",way/1221065814,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3300391,44.5057667,11.3294871,44.5058564,11.329441,44.5056991,11.3293292,44.5053451,11.3292898,44.5052199,11.3291693,44.5048379,11.3291277,44.5047083,11.3290813,44.5045635,11.3290248,44.5043767,11.3289945,44.5042763,11.3290876,44.5042601,11.3293342,44.5042171",way/1221065815,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3292194,44.5040777,11.3290464,44.5041043,11.3289381,44.504121,11.3289211,44.5040648,11.3288976,44.5039875",way/1221065816,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3286934,44.5039864,11.3287173,44.5040909,11.3287205,44.5041075,11.3285368,44.5041369",way/1221065817,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3287173,44.5040909,11.3287724,44.5040839,11.3288201,44.5040778,11.3289211,44.5040648",way/1221065818,footway,,,,,asphalt,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uncontrolled,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3290876,44.5042601,11.3290765,44.5042182,11.3290668,44.5041815,11.3290464,44.5041043",way/1221065819,footway,,,,,asphalt,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uncontrolled,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3287926,44.5044123,11.3288787,44.5043977,11.3289138,44.5043927,11.3290248,44.5043767",way/1221065820,footway,,,,,asphalt,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uncontrolled,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3285533,44.5041894,11.328561,44.5042139,11.328568,44.5042374,11.3285781,44.5042695,11.3285862,44.5042945,11.3286012,44.5043425",way/1221065821,cycleway,,,,yes,asphalt,yes,,,,,,no,,,,,,,,,,,,,,designated,,,,,,designated,,,crossing,,,,,,,,,,,,,,,,,asphalt,asphalt,yes,,,,,,,,,,,,,,,,,,,,,,,,,zebra,zebra,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3566334,44.4980858,11.3567487,44.4980968,11.3568206,44.4981037",way/1221370113,footway,,,,yes,asphalt,,crossing,,,,,,,,,,,,,,,,,,,designated,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,asphalt,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.355985,44.5009236,11.3559105,44.5009702,11.355814,44.5010098,11.3539559,44.501695,11.3531576,44.5019847,11.3531376,44.5019868,11.3531229,44.5019792",way/1222039712,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3579811,44.5017453,11.3583739,44.5014586,11.3583994,44.5014317,11.3584248,44.5013902,11.3584751,44.5012898,11.3585168,44.5012064,11.3585454,44.5011492",way/1222039713,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3550089,44.4984169,11.3554688,44.4982994",way/1222039715,footway,,,,,,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arcade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3542341,44.4986149,11.3540192,44.4981709,11.3539975,44.4981274,11.3538726,44.4978774,11.3537667,44.4976574",way/1222039716,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3494388,44.5007747,11.3494333,44.5007671,11.3494246,44.500755",way/1222039718,footway,,,,,sett,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3494333,44.5007671,11.349526,44.500732,11.3496086,44.5006981",way/1222039719,cycleway,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,designated,,,,,,designated,,,crossing,,,,,,,,,,,,,,,,2025-03-20,asphalt,asphalt,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3505529,44.5020521,11.3505458,44.5020412",way/1222039721,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.350604,44.502124,11.3505991,44.5021172",way/1222039722,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3505991,44.5021172,11.3505866,44.5020996,11.3505529,44.5020521",way/1222039723,footway,,,,,asphalt,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uncontrolled,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3507417,44.5023247,11.350758,44.5023946,11.3507846,44.5025031",way/1222039727,footway,,,,,asphalt,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uncontrolled,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3500987,44.5017385,11.3500513,44.5016684,11.3500174,44.5016182,11.349972,44.501551",way/1222039729,footway,,,,,asphalt,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uncontrolled,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3501336,44.501764,11.3501705,44.5017524,11.3502311,44.5017333,11.3502955,44.5017131",way/1222039732,footway,,,,,asphalt,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uncontrolled,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3514747,44.5024028,11.3514678,44.5024119,11.351469,44.5024258,11.3515941,44.5025877,11.3516029,44.5025904,11.3522767,44.5023145,11.3522825,44.5023067,11.3521433,44.5021308",way/1222039734,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3521918,44.5021119,11.3522215,44.502111,11.3522404,44.5021179,11.3522684,44.5021322,11.3523806,44.5021952",way/1222039735,cycleway,,,,yes,sett,,,,,,,yes,,intermediate,,,,,,,,,,,,designated,,,,,,designated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3464318,44.5048668,11.3464389,44.5048821,11.3464946,44.5049977",way/1222058913,residential,,,,yes,asphalt,,,,,30,Via Iacopo Barozzi,yes,both,,,,no,IT:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,below_default,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3464946,44.5049977,11.346534,44.5050806",way/1222058914,residential,,,,yes,asphalt,,,,,30,Via Iacopo Barozzi,yes,both,,,,no,IT:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3463858,44.5047696,11.3464318,44.5048668",way/1222058915,residential,,,,yes,asphalt,,,,,30,Via Iacopo Barozzi,yes,both,,,,no,IT:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3463302,44.5046438,11.3463439,44.5046802,11.3463547,44.5047064,11.3463595,44.5047161",way/1222058917,residential,,,,yes,asphalt,,,,,30,Via Iacopo Barozzi,yes,both,,,,no,IT:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3465423,44.5049862,11.3465571,44.505016,11.3465662,44.5050185,11.3468319,44.5049789,11.347667,44.504856,11.3476791,44.5048508,11.3476823,44.5048417,11.3475139,44.5044842",way/1222127548,footway,,,,yes,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3475239,44.5044489,11.3475755,44.504436,11.3476303,44.5044234",way/1222127549,footway,,,,yes,asphalt,,crossing,,,,,,,good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uncontrolled,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.35776,44.490273,11.3576489,44.4902874,11.3575146,44.4902983",way/1222625418,footway,,,,yes,asphalt,,crossing,,,,,,,excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3575174,44.4902676,11.3575146,44.4902983",way/1222625420,cycleway,,,,yes,asphalt,,,,2,,Tangenziale delle Biciclette,no,,good,,,,,,,,,,,,designated,,,,,,designated,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.331379,44.5060242,11.3313898,44.5060499,11.3314212,44.5061231,11.331432,44.5061487",way/1224648665,cycleway,,,,yes,asphalt,,,,,,,,,,,,,,,,,,,,,designated,,,,,,designated,,,crossing,,,,,,,,,,,,,,,,2024-05-18,asphalt,asphalt,yes,,,,,,,,,,,,,,,,,,,,,,,,,marked,zebra;dots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.308703,44.4982088,11.309155,44.49819",way/1224885062,cycleway,,,,yes,concrete,,,,,,,,,,,,,,,,,,,,,designated,,,,,,designated,,,,,,,,,,,,,,,,,,,,concrete,concrete,yes,,,,2.5,,,,,,,,,,,,,,,,,,,,82715344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3079632,44.498284,11.3080223,44.4982747,11.3080426,44.4982711",way/1224885063,cycleway,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,designated,,,,,,designated,,,crossing,,,,,,,,,,,,,,,,2025-04-10,asphalt,asphalt,yes,,,,,,,,,,,,,,2.5,,,,,,,,,,115143919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3091536,44.4981811,11.3093041,44.4981666,11.309492,44.49815,11.310102,44.4981177,11.3106129,44.498097,11.3112443,44.4980794,11.3113215,44.4980775,11.311561,44.4980375,11.3116424,44.4980249,11.3115289,44.4977136,11.3114395,44.4974688,11.3112175,44.4968631,11.311052,44.4964108,11.310882,44.495946,11.3108739,44.4959357,11.3104995,44.4959075",way/1224885064,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.352913,44.5110757,11.3529253,44.5110978,11.3529436,44.5111199,11.3529681,44.5111512,11.3529855,44.5111746",way/1225086321,footway,,,,,asphalt,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,traffic_signals,zebra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3539023,44.5131383,11.3538624,44.5131485,11.3537794,44.5131698",way/1225086324,cycleway,,,,yes,asphalt,,,,,,,,,,,,,,,,,,,,,designated,,,,,,designated,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3410403,44.4987619,11.3411696,44.498747,11.3411666,44.4986732,11.3413939,44.4986679,11.3417538,44.4986879,11.3419473,44.498737,11.3420704,44.4987662,11.3421652,44.4987844,11.3421958,44.4987885,11.3421873,44.4987498",way/1225677988,footway,,,,yes,paving_stones,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3577386,44.4990506,11.3577727,44.4990126,11.3577927,44.4989891,11.3578179,44.4989598",way/1226330392,footway,,,,,asphalt,,crossing,,,,,,,intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uncontrolled,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.340322,44.5083549,11.3403892,44.5083449,11.3404391,44.5083369",way/1226982295,footway,,,,,asphalt,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uncontrolled,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
